doc_id,พรรคการเมือง,คะแนน
constituency_16_3_page2,เพื่อไทย,"๒๗,๕๐๔ (สองหมื่นเจ็ดพันห้าร้อยสี่)"
constituency_16_3_page2,ประชาชน,"๑๕,๒๙๔ (หนึ่งหมื่นห้าพันสองร้อยเก้าสิบสี่)"
constituency_16_3_page2,พลังประชารัฐ,"๒,๕๒๗ (สองพันห้าร้อยยี่สิบเจ็ด)"
constituency_16_3_page2,เศรษฐกิจ,"๑,๘๑๖ (หนึ่งพันแปดร้อยสิบหก)"
constituency_16_3_page2,รวมไทยสร้างชาติ,๘๘๒ (แปดร้อยแปดสิบสอง)
constituency_16_3_page2,ปวงชนไทย,๘๐๑ (แปดร้อยเอ็ด)
constituency_16_3_page2,ประชาธิปัตย์,๖๗๐ (หกร้อยเจ็ดสิบ)
constituency_16_3_page2,กล้าธรรม,๔๖๗ (สี่ร้อยหกสิบเจ็ด)
constituency_16_4,,
constituency_16_4_page2,พรรคเพื่อไทย,"๕๐,๐๓๑ (ห้าหมื่นสามสิบเอ็ด)"
constituency_16_4_page2,พรรคกล้าธรรม,"๓๓,๗๓๘ (สามหมื่นสามพันเจ็ดร้อยสามสิบแปด)"
constituency_16_4_page2,พรรคประชาชน,"๑๘,๒๕๖ (หนึ่งหมื่นแปดพันสองร้อยห้าสิบหก)"
constituency_16_4_page2,พรรคภูมิใจไทย,"๒,๓๑๘ (สองพันสามร้อยสิบแปด)"
constituency_16_4_page2,พรรคประชาธิปัตย์,"๑,๓๕๔ (หนึ่งพันสามร้อยห้าสิบสี่)"
constituency_16_4_page2,พรรครวมไทยสร้างชาติ,"๑,๒๗๙ (หนึ่งพันสองร้อยเจ็ดสิบเก้า)"
constituency_16_4_page2,พรรคเศรษฐกิจ,"๑,๐๗๙ (หนึ่งพันเจ็ดสิบเก้า)"
constituency_16_4_page2,พรรคพลังประชารัฐ,๒๒๒ (สองร้อยยี่สิบสอง)
constituency_17_1,ภูมิใจไทย,"๖๕,๕๕๕ (หกหมื่นห้าพันห้าร้อยห้าสิบห้า)"
constituency_17_1,ประชาชน,"๓๑,๘๖๔ (สามหมื่นหนึ่งพันแปดร้อยหกสิบสี่)"
constituency_17_1,เพื่อไทย,"๑๓,๗๖๓ (หนึ่งหมื่นสามพันเจ็ดร้อยหกสิบสาม)"
constituency_17_1,ประชาธิปัตย์,"๑,๕๒๓ (หนึ่งพันห้าร้อยยี่สิบสาม)"
constituency_17_1_page2,พลังประชารัฐ,"๑,๐๓๗ (หนึ่งพันสามสิบเจ็ด)"
constituency_17_1_page2,กล้าธรรม,๙๖๖ (เก้าร้อยหกสิบหก)
constituency_18_1,เพื่อไทย,"๓๖,๐๕๘ (สามหมื่นหกพันห้าสิบแปด)"
constituency_18_1,ประชาชน,"๒๘,๗๓๗ (สองหมื่นแปดพันเจ็ดร้อยสามสิบเจ็ด)"
constituency_18_1,ประชาธิปัตย์,"๗,๒๗๑ (เจ็ดพันสองร้อยเจ็ดสิบเอ็ด)"
constituency_18_1_page2,ภูมิใจไทย,"๖,๒๒๑ (หกพันสองร้อยยี่สิบเอ็ด)"
constituency_18_1_page2,กล้าธรรม,"๑,๒๘๔ (หนึ่งพันสองร้อยแปดสิบสี่)"
constituency_18_1_page2,พลังประชารัฐ,"๑,๑๙๙ (หนึ่งพันหนึ่งร้อยเก้าสิบเก้า)"
constituency_18_2,,
constituency_18_2_page2,ภูมิใจไทย,"๕๔,๕๘๕ (ห้าหมื่นสี่พันห้าร้อยแปดสิบห้า)"
constituency_18_2_page2,ประชาชน,"๑๖,๙๓๓ (หนึ่งหมื่นหกพันเก้าร้อยสามสิบสาม)"
constituency_18_2_page2,เพื่อไทย,"๘,๙๓๗ (แปดพันเก้าร้อยสามสิบเจ็ด)"
constituency_18_2_page2,ประชาธิปัตย์,"๒,๘๑๙ (สองพันแปดร้อยสิบเก้า)"
constituency_18_2_page2,พลังประชารัฐ,๗๔๗ (เจ็ดร้อยสี่สิบเจ็ด)
constituency_18_2_page2,กล้าธรรม,๔๖๓ (สี่ร้อยหกสิบสาม)
constituency_19_1,,
constituency_19_1_page2,ภูมิใจไทย,"๓๑,๙๕๘ (สามหมื่นหนึ่งพันเก้าร้อยห้าสิบแปด)"
constituency_19_1_page2,ประชาชน,"๓๑,๐๘๗ (สามหมื่นหนึ่งพันแปดสิบเจ็ด)"
constituency_19_1_page2,เพื่อไทย,"๑๔,๕๗๒ (หนึ่งหมื่นสี่พันห้าร้อยเจ็ดสิบสอง)"
constituency_19_1_page2,เศรษฐกิจ,"๒,๙๔๒ (สองพันเก้าร้อยสี่สิบสอง)"
constituency_19_1_page2,ประชาธิปัตย์,"๒,๗๓๗ (สองพันเจ็ดร้อยสามสิบเจ็ด)"
constituency_19_1_page2,ไทยก้าวใหม่,"๑,๔๒๓ (หนึ่งพันสี่ร้อยยี่สิบสาม)"
constituency_19_1_page2,รวมไทยสร้างชาติ,"๑,๑๕๖ (หนึ่งพันหนึ่งร้อยห้าสิบหก)"
constituency_19_1_page2,กล้าธรรม,"๑,๑๐๖ (หนึ่งพันหนึ่งร้อยหก)"
constituency_19_1_page2,พลังประชารัฐ,"๑,๐๗๒ (หนึ่งพันเจ็ดสิบสอง)"
constituency_19_2,พรรคภูมิใจไทย,"๓๗,๒๒๕ (สามหมื่นเจ็ดพันสองร้อยยี่สิบห้า)"
constituency_19_2,พรรคเพื่อไทย,"๒๗,๘๐๕ (สองหมื่นเจ็ดพันแปดร้อยห้า)"
constituency_19_2,พรรคประชาชน,"๒๕,๑๘๗ (สองหมื่นห้าพันหนึ่งร้อยแปดสิบเจ็ด)"
constituency_19_2,พรรคไทยภัยใหม่,"๓,๒๙๑ (สามพันสองร้อยเก้าสิบเอ็ด)"
constituency_19_2,พรรคเศรษฐกิจ,"๑,๘๓๖ (หนึ่งพันแปดร้อยสามสิบหก)"
constituency_19_2,พรรครวมไทยสร้างชาติ,"๑,๗๘๒ (หนึ่งพันเจ็ดร้อยแปดสิบสอง)"
constituency_19_2,พรรคประชาธิปัตย์,"๑,๐๙๔ (หนึ่งพันเก้าสิบสี่)"
constituency_19_2,พรรคปวงชนไทย,๙๒๖ (เก้าร้อยยี่สิบหก)
constituency_19_3,ภูมิใจไทย,"๕๓,๙๖๗ (ห้าหมื่นสามพันเก้าร้อยหกสิบเจ็ด)"
constituency_19_3,ประชาชน,"๒๘,๘๓๑ (สองหมื่นแปดพันแปดร้อยสามสิบเอ็ด)"
constituency_19_3,เพื่อไทย,"๔,๖๔๗ (สี่พันหกร้อยสี่สิบเจ็ด)"
constituency_19_3,รวมไทยสร้างชาติ,"๑,๒๔๗ (หนึ่งพันสองร้อยสี่สิบเจ็ด)"
constituency_19_3,ประชาธิปัตย์,"๑,๒๓๐ (หนึ่งพันสองร้อยสามสิบ)"
constituency_19_3_page2,ปวงชนไทย,๖๔๓ (หกร้อยสี่สิบสาม)
constituency_19_3_page2,กล้าธรรม,๕๑๕ (ห้าร้อยสิบห้า)
constituency_19_3_page2,ประชากรไทย,๓๗๑ (สามร้อยเจ็ดสิบเอ็ด)
constituency_19_4,พรรคกล้าธรรม,"๔๘,๑๕๙ (สี่หมื่นแปดพันหนึ่งร้อยห้าสิบเก้า)"
constituency_19_4,พรรคประชาชน,"๒๘,๑๑๙ (สองหมื่นแปดพันหนึ่งร้อยสิบเก้า)"
constituency_19_4,พรรคภูมิใจไทย,"๕,๑๖๓ (ห้าพันหนึ่งร้อยหกสิบสาม)"
constituency_19_4,พรรคเพื่อไทย,"๓,๔๕๒ (สามพันสี่ร้อยห้าสิบสอง)"
constituency_19_4,พรรคประชาธิปัตย์,"๒,๔๐๒ (สองพันสี่ร้อยสอง)"
constituency_19_4,พรรคเศรษฐกิจ,"๑,๙๕๐ (หนึ่งพันเก้าร้อยห้าสิบ)"
constituency_19_4,พรรคไทยก้าวใหม่,๘๒๒ (แปดร้อยยี่สิบสอง)
constituency_20_1,ภูมิใจไทย,"๔๖,๒๕๓ (สี่หมื่นหกพันสองร้อยห้าสิบสาม)"
constituency_20_1,ประชาชน,"๔๒,๐๕๗ (สี่หมื่นสองพันห้าสิบเจ็ด)"
constituency_20_1,ประชาธิปัตย์,"๒,๙๓๕ (สองพันเก้าร้อยสามสิบห้า)"
constituency_20_1,เพื่อไทย,"๒,๔๓๕ (สองพันสี่ร้อยสามสิบห้า)"
constituency_20_1,เศรษฐกิจ,"๑,๔๑๑ (หนึ่งพันสี่ร้อยสิบเอ็ด)"
constituency_20_1,รวมไทยสร้างชาติ,"๑,๓๑๑ (หนึ่งพันสามร้อยสิบเอ็ด)"
constituency_20_10,ประชาชน,"๒๗,๑๒๙ (สองหมื่นเจ็ดพันหนึ่งร้อยยี่สิบเก้า)"
constituency_20_10,ภูมิใจไทย,"๒๓,๕๗๑ (สองหมื่นสามพันห้าร้อยเจ็ดสิบเอ็ด)"
constituency_20_10,กล้าธรรม,"๒๓,๐๖๒ (สองหมื่นสามพันหกสิบสอง)"
constituency_20_10,เพื่อไทย,"๓,๓๒๖ (สามพันสามร้อยยี่สิบหก)"
constituency_20_10,ประชาธิปัตย์,"๑,๘๕๓ (หนึ่งพันแปดร้อยห้าสิบสาม)"
constituency_20_10,เศรษฐกิจ,"๑,๓๒๔ (หนึ่งพันสามร้อยยี่สิบสี่)"
constituency_20_10_page2,,๔๒๐ (สี่ร้อยยี่สิบ)
constituency_20_10_page2,,๓๓๖ (สามร้อยสามสิบหก)
constituency_20_10_page2,,๓๒๘ (สามร้อยยี่สิบแปด)
constituency_20_1_page2,ไทยสร้างไทย,๖๗๓ (หกร้อยเจ็ดสิบสาม)
constituency_20_1_page2,พลังประชารัฐ,๓๒๗ (สามร้อยยี่สิบเจ็ด)
constituency_20_1_page2,ปวงชนไทย,๑๘๓ (หนึ่งร้อยแปดสิบสาม)
constituency_20_2,ประชาชน,"๓๐,๐๖๑ (สามหมื่นหกสิบเอ็ด)"
constituency_20_2,ภูมิใจไทย,"๒๘,๘๒๐ (สองหมื่นแปดพันแปดร้อยยี่สิบ)"
constituency_20_2,ประชาธิปัตย์,"๑๔,๓๔๑ (หนึ่งหมื่นสี่พันสามร้อยสี่สิบเอ็ด)"
constituency_20_2,เพื่อไทย,"๓,๐๘๕ (สามพันแปดสิบห้า)"
constituency_20_2,เศรษฐกิจ,"๑,๑๓๑ (หนึ่งพันหนึ่งร้อยสามสิบเอ็ด)"
constituency_20_2,ไทยภักดี,๘๒๗ (แปดร้อยยี่สิบเจ็ด)
constituency_20_2_page2,ปวงชนไทย,๒๘๑ (สองร้อยแปดสิบเอ็ด)
constituency_20_2_page2,พลังประชารัฐ,๒๗๙ (สองร้อยเจ็ดสิบเก้า)
constituency_20_3,ภูมิใจไทย,"๔๒,๕๐๑ (สี่หมื่นสองพันห้าร้อยเอ็ด)"
constituency_20_3,ประชาชน,"๓๗,๑๖๔ (สามหมื่นเจ็ดพันหนึ่งร้อยหกสิบสี่)"
constituency_20_3,เพื่อไทย,"๓,๖๔๑ (สามพันหกร้อยสี่สิบเอ็ด)"
constituency_20_3,ประชาธิปัตย์,"๒,๙๖๗ (สองพันเก้าร้อยหกสิบเจ็ด)"
constituency_20_3,เศรษฐกิจ,"๒,๐๕๕ (สองพันห้าสิบห้า)"
constituency_20_3,ไทยภักดี,"๑,๑๙๙ (หนึ่งพันหนึ่งร้อยเก้าสิบเก้า)"
constituency_20_3,พลังประชารัฐ,๗๗๔ (เจ็ดร้อยเจ็ดสิบสี่)
constituency_20_3_page2,,
constituency_20_4,ภูมิใจไทย,"๔๕,๗๕๑ (สี่หมื่นห้าพันเจ็ดร้อยห้าสิบเอ็ด)"
constituency_20_4,ประชาชน,"๒๔,๒๑๓ (สองหมื่นสี่พันสองร้อยสิบสาม)"
constituency_20_4,ประชาธิปัตย์,"๖,๔๒๖ (หกพันสี่ร้อยยี่สิบหก)"
constituency_20_4,เพื่อไทย,"๒,๑๕๑ (สองพันหนึ่งร้อยห้าสิบเอ็ด)"
constituency_20_4,พลังประชารัฐ,๙๘๗ (เก้าร้อยแปดสิบเจ็ด)
constituency_20_4,ไทยภักดี,๘๕๐ (แปดร้อยห้าสิบ)
constituency_20_4_page2,ปวงชนไทย,๓๙๒ (สามร้อยเก้าสิบสอง)
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
constituency_20_4_page2,,
